country	ccode	year	DistrictMagnitude	PR	ExternalLaborOpenness	GDPPCln	FarRight	Democracy	Parliamentary	LeftExecutive	RightExecutive	Inflows	Population
"Sweden"	380.0	2004	11.6	1	0.0	10.603142	0	10.0	1.0	1.0	0.0	46.746	8993.531
"Sweden"	380.0	2005	11.6	1	0.0	10.622318	0	10.0	1.0	1.0	0.0	50.606	9029.572
"Sweden"	380.0	2006	11.6	1	0.0	10.690777	0	10.0	1.0	1.0	0.0	78.896	9080.505
"Sweden"	380.0	2007	11.6	1	1.0	10.830884	0	10.0	1.0	0.0	1.0	82.623	9148.092
"Sweden"	380.0	2008	11.6	1	2.0	10.872954	0	10.0	1.0	0.0	1.0	81.954	9219.637
"Sweden"	380.0	2009	11.6	1	2.0	10.683719	0	10.0	1.0	0.0	1.0	82.384	9298.515
"Sweden"	380.0	2010	11.6	1	2.0	10.806893	0	10.0	1.0	0.0	1.0	79.036	9378.126
"Sweden"	380.0	2011	11.6	1	2.0	10.952055	0	10.0	1.0	0.0	1.0	75.852	9449.213
"Sweden"	380.0	2012	11.6	1	2.0	10.919527	0	10.0	1.0	0.0	1.0	82.6	9516.617
"Norway"	385.0	1996	10.0	1	0.0	10.506564	6.3	10.0	1.0	1.0	0.0	17.196	4381.336
"Norway"	385.0	1997	10.0	1	0.0	10.488985	15.3	10.0	1.0	1.0	0.0	22.026	4405.157
"Norway"	385.0	1998	10.0	1	0.0	10.437226	15.3	10.0	1.0	0.0	1.0	26.747	4431.464
"Norway"	385.0	1999	10.0	1	1.0	10.481367	15.3	10.0	1.0	0.0	1.0	32.23	4461.913
"Norway"	385.0	2000	10.0	1	2.0	10.531367	15.3	10.0	1.0	0.0	1.0	27.785	4490.967
"Norway"	385.0	2001	10.0	1	2.0	10.541839	14.6	10.0	1.0	0.0	1.0	25.412	4513.751
"Norway"	385.0	2002	10.0	1	4.0	10.652349	14.6	10.0	1.0	0.0	1.0	30.788	4538.159
"Norway"	385.0	2003	10.0	1	4.0	10.804939	14.6	10.0	1.0	0.0	1.0	26.787	4564.855
"Norway"	385.0	2004	10.0	1	4.0	10.944253	14.6	10.0	1.0	0.0	1.0	27.864	4591.91
"Norway"	385.0	2005	10.0	1	4.0	11.093874	22.1	10.0	1.0	0.0	1.0	31.355	4623.291
"Norway"	385.0	2006	10.0	1	4.0	11.197663	22.1	10.0	1.0	1.0	0.0	37.425	4660.677
"Norway"	385.0	2007	8.9	1	5.0	11.333276	22.1	10.0	1.0	1.0	0.0	53.498	4709.153
"Norway"	385.0	2008	8.9	1	6.0	11.463629	22.1	10.0	1.0	1.0	0.0	58.82	4768.212
"Norway"	385.0	2009	8.9	1	6.0	11.270311	22.9	10.0	1.0	1.0	0.0	56.682	4828.726
"Norway"	385.0	2010	8.9	1	7.0	11.36391	22.9	10.0	1.0	1.0	0.0	65.065	4889.252
"Norway"	385.0	2011	8.9	1	7.0	11.50432	22.9	10.0	1.0	1.0	0.0	70.759	4953.088
"Norway"	385.0	2012	8.9	1	7.0	11.508493	22.9	10.0	1.0	1.0	0.0	70	5018.869
"Denmark"	390.0	1996	10.5	1	0.0	10.464341	6.4	10.0	1.0	1.0	0.0	24.747	5263.074
"Denmark"	390.0	1997	10.5	1	0.0	10.381241	6.4	10.0	1.0	1.0	0.0	20.425	5284.991
"Denmark"	390.0	1998	10.5	1	0.0	10.396313	9.8	10.0	1.0	1.0	0.0	21.176	5304.219
"Denmark"	390.0	1999	10.5	1	0.0	10.394681	9.8	10.0	1.0	1.0	0.0	20.265	5321.799
"Denmark"	390.0	2000	10.5	1	0.0	10.308291	9.8	10.0	1.0	1.0	0.0	22.766	5339.616
"Denmark"	390.0	2001	10.5	1	0.0	10.307164	12.6	10.0	1.0	1.0	0.0	24.642	5358.783
"Denmark"	390.0	2002	10.5	1	1.0	10.384193	12.6	10.0	1.0	0.0	1.0	21.485	5375.931
"Denmark"	390.0	2003	10.5	1	1.0	10.582619	12.6	10.0	1.0	0.0	1.0	18.385	5390.574
"Denmark"	390.0	2004	10.5	1	1.0	10.720666	12.6	10.0	1.0	0.0	1.0	18.706	5404.523
"Denmark"	390.0	2005	10.5	1	1.0	10.769465	13.3	10.0	1.0	0.0	1.0	20.146	5419.432
"Denmark"	390.0	2006	10.5	1	1.0	10.82898	13.3	10.0	1.0	0.0	1.0	23.979	5437.272
"Denmark"	390.0	2007	10.5	1	2.0	10.951178	13.9	10.0	1.0	0.0	1.0	31.43	5461.438
"Denmark"	390.0	2008	10.5	1	2.0	11.044464	13.9	10.0	1.0	0.0	1.0	37.018	5493.621
"Denmark"	390.0	2009	10.5	1	2.0	10.937145	13.9	10.0	1.0	0.0	1.0	31.957	5523.095
"Denmark"	390.0	2010	10.5	1	1.0	10.941746	13.9	10.0	1.0	0.0	1.0	33.442	5547.683
"Denmark"	390.0	2011	10.5	1	1.0	11.000248	12.3	10.0	1.0	0.0	1.0	34.572	5570.572
"Denmark"	390.0	2012	10.5	1	1.0	10.936854	12.3	10.0	1.0	1.0	0.0	35.5	5590.478
"Turkey"	640.0	1996	7.0	1		8.023867	0	8.0	1.0	0.0	1.0	101.511	59442.504
"Turkey"	640.0	1997	7.0	1		8.053376	0	7.0	1.0	0.0	1.0	128.48	60372.41
"Turkey"	640.0	1998	7.0	1		8.38762	0	7.0	1.0	0.0	1.0	142.984	61308.203
"Turkey"	640.0	1999	7.0	1		8.297163	0	7.0	1.0	0.0	1.0	133.56075000000055	62243.78
"Turkey"	640.0	2000	7.0	1	0.0	8.347483	0	7.0	1.0	1.0	0.0	124.13750000000073	63174.484
"Turkey"	640.0	2001	7.0	1	-1.0	8.025448	0	7.0	1.0	1.0	0.0	114.7142500000009	64100.297
"Turkey"	640.0	2002	7.0	1	-1.0	8.182064	0	7.0	1.0	1.0	0.0	105.29100000000108	65022.3
"Turkey"	640.0	2003	7.0	1	-1.0	8.432787	0	7.0	1.0	0.0	0.0	95.86775000000125	65938.266
"Turkey"	640.0	2004	7.0	1	-1.0	8.677055	0	7.0	1.0	0.0	0.0	86.44450000000143	66845.63
"Turkey"	640.0	2005	7.0	1	-1.0	8.872008	0	7.0	1.0	0.0	0.0	77.0212500000016	67743.055
"Turkey"	640.0	2006	7.0	1	-1.0	8.953652	0	7.0	1.0	0.0	0.0	67.59800000000178	68626.336
"Turkey"	640.0	2007	7.0	1	-1.0	9.139065	0	7.0	1.0	0.0	0.0	58.17475000000195	69496.516
"Turkey"	640.0	2008	7.0	1	-1.0	9.247587	0	7.0	1.0	0.0	0.0	48.751500000002125	70363.516
"Turkey"	640.0	2009	7.0	1	-1.0	9.062582	0	7.0	1.0	0.0	0.0	39.3282500000023	71241.08
"Turkey"	640.0	2010	7.0	1	-1.0	9.223791	0	7.0	1.0	0.0	0.0	29.905	72137.55
"Turkey"	640.0	2011	7.0	1	-1.0	9.269066	0	9.0	1.0	0.0	0.0		73058.64
"Turkey"	640.0	2012	7.0	1	-1.0	9.274821	0	9.0	1.0	0.0	0.0		73997.125
"Israel"	666.0	1996	120.0	1		9.8236065	7.9	9.0	1.0	1.0	0.0		5692.0
"Israel"	666.0	1997	120.0	1		9.830204	7.9	9.0	0.0	0.0	1.0		5836.0
"Israel"	666.0	1998	120.0	1		9.819679	7.9	9.0	0.0	0.0	1.0	56.722	5971.0
"Israel"	666.0	1999	120.0	1		9.803058	4.2	10.0	0.0	0.0	1.0	76.996	6125.0
"Israel"	666.0	2000	120.0	1		9.896428	4.2	10.0	0.0	0.0	1.0	60.201	6289.0
"Israel"	666.0	2001	120.0	1		9.857082	4.2	10.0	0.0	0.0	1.0	43.473	6439.0
"Israel"	666.0	2002	120.0	1		9.752402	4.2	10.0	1.0	0.0	1.0	33.57	6570.0
"Israel"	666.0	2003	120.0	1		9.783561	4.2	10.0	1.0	0.0	1.0	23.273	6689.7
"Israel"	666.0	2004	120.0	1		9.830315	4.2	10.0	1.0	0.0	1.0	20.899	6809.0
"Israel"	666.0	2005	120.0	1		9.869414	4.2	10.0	1.0	0.0	1.0	21.183	6930.1
"Israel"	666.0	2006	120.0	1		9.934238	0	10.0	1.0	0.0	1.0	19.269	7053.7
"Israel"	666.0	2007	120.0	1		10.055105	0	10.0	1.0	0.0	1.0	18.131	7180.1
"Israel"	666.0	2008	120.0	1		10.225267	0	10.0	1.0	0.0	1.0	13.701	7308.8
"Israel"	666.0	2009	120.0	1	-1.0	10.1670885	3.3	10.0	1.0	0.0	1.0	14.574	7485.6
"Israel"	666.0	2010	120.0	1	-1.0	10.32184	3.3	10.0	1.0	0.0	1.0	16.633	7623.6
"Israel"	666.0	2011	120.0	1	-1.0	10.411813	3.3	10.0	1.0	0.0	1.0	16.892	7765.9
"Israel"	666.0	2012	120.0	1	-1.0	10.411813	3.3	10.0	1.0	0.0	1.0	16.6	7907.9
"Korea"	732.0	1996	8.6	1	0.0	9.413214	0	6.0	0.0	0.0	0.0		45525.0
"Korea"	732.0	1997	8.6	1	2.0	9.32677	0	6.0	0.0	0.0	0.0		45954.0
"Korea"	732.0	1998	8.6	1	2.0	8.917691	0	8.0	0.0	0.0	0.0		46287.0
"Korea"	732.0	1999	8.6	1	2.0	9.164762	0	8.0	0.0	0.0	0.0		46617.0
"Korea"	732.0	2000	8.6	1	4.0	9.336679	0	8.0	0.0	0.0	0.0	173.071	47008.0
"Korea"	732.0	2001	8.6	1	4.0	9.273779	0	8.0	0.0	0.0	0.0	163.898	47357.0
"Korea"	732.0	2002	8.6	1	5.0	9.400445	0	8.0	0.0	0.0	0.0	158.941	47622.0
"Korea"	732.0	2003	8.6	1	5.0	9.506825	0	8.0	0.0	0.0	0.0	168.875	47859.0
"Korea"	732.0	2004	8.6	1	6.0	9.617733	0	8.0	0.0	0.0	0.0	178.53	48039.0
"Korea"	732.0	2005	8.6	1	6.0	9.772858	0	8.0	0.0	0.0	0.0	253.729	48138.0
"Korea"	732.0	2006	8.6	1	6.0	9.887161	0	8.0	0.0	0.0	0.0	302.963	48372.0
"Korea"	732.0	2007	1.2	1	6.0	9.97999	0	8.0	0.0	0.0	0.0	300.36	48598.0
"Korea"	732.0	2008	1.2	1	6.0	9.853667	0	8.0	0.0	0.0	1.0	302.174	48949.0
"Korea"	732.0	2009	1.2	1	6.0	9.738533	0	8.0	0.0	0.0	1.0	232.844	49182.0
"Korea"	732.0	2010	1.2	1	7.0	9.930139	0	8.0	0.0	0.0	1.0	293.07	49410.0
"Korea"	732.0	2011	1.2	1	7.0	10.016298	0	8.0	0.0	0.0	1.0	307.249	49779.0
"Korea"	732.0	2012	1.2	1	7.0	10.0252695	0	8.0	0.0	0.0	1.0	300.2	50004.0
"Japan"	740.0	1996	7.9	1	0.0	10.530005	0	10.0	1.0	1.0	0.0	225.384	125761.0
"Japan"	740.0	1997	7.9	1	1.0	10.442752	0	10.0	1.0	0.0	1.0	274.81	126091.0
"Japan"	740.0	1998	7.9	1	1.0	10.340687	0	10.0	1.0	0.0	1.0	265.455	126410.0
"Japan"	740.0	1999	7.9	1	2.0	10.463069	0	10.0	1.0	0.0	1.0	281.889	126650.0
"Japan"	740.0	2000	7.9	1	2.0	10.526526	0	10.0	1.0	0.0	1.0	345.779	126870.0
"Japan"	740.0	2001	1.54	1	3.0	10.395633	0	10.0	1.0	0.0	1.0	351.187	127149.0
"Japan"	740.0	2002	1.54	1	3.0	10.349314	0	10.0	1.0	0.0	1.0	343.811	127445.0
"Japan"	740.0	2003	1.54	1	3.0	10.424984	0	10.0	1.0	0.0	1.0	373.918	127718.0
"Japan"	740.0	2004	1.54	1	3.0	10.503464	0	10.0	1.0	0.0	1.0	371.983	127761.0
"Japan"	740.0	2005	1.54	1	5.0	10.485179	0	10.0	1.0	0.0	1.0	372.329	127773.0
"Japan"	740.0	2006	1.54	1	5.0	10.437118	0	10.0	1.0	0.0	1.0	325.621	127756.0
"Japan"	740.0	2007	1.54	1	4.0	10.436903	0	10.0	1.0	0.0	1.0	336.646	127770.75
"Japan"	740.0	2008	1.54	1	4.0	10.544611	0	10.0	1.0	0.0	1.0	344.509	127704.04
"Japan"	740.0	2009	1.54	1	4.0	10.583382	0	10.0	1.0	0.0	1.0	297.092	127557.96
"Japan"	740.0	2010	1.54	1	5.0	10.671691	0	10.0	1.0	0.0	0.0	287.071	127450.45
"Japan"	740.0	2011	1.54	1	5.0	10.739318	0	10.0	1.0	0.0	0.0	266.867	127817.28
"Japan"	740.0	2012	1.54	1	5.0	10.751935	0	10.0	1.0	0.0	0.0	303.9	127561.484
"Australia"	900.0	1996	0.9	1	0.0	9.996458	0	10.0	1.0	1.0	0.0	115.674	18311.0
"Australia"	900.0	1997	0.9	1	0.0	10.066459	0	10.0	1.0	0.0	1.0	104.551	18517.0
"Australia"	900.0	1998	0.9	1	1.0	9.969472	8.4	10.0	1.0	0.0	1.0	90.855	18711.0
"Australia"	900.0	1999	0.9	1	1.0	9.932018	8.4	10.0	1.0	0.0	1.0	98.251	18926.0
"Australia"	900.0	2000	0.9	1	1.0	9.985437	8.4	10.0	1.0	0.0	1.0	107.148	19153.0
"Australia"	900.0	2001	0.9	1	2.0	9.880292	4.3	10.0	1.0	0.0	1.0	127.877	19413.0
"Australia"	900.0	2002	0.9	1	2.0	9.9085245	4.3	10.0	1.0	0.0	1.0	119.08	19651.4
"Australia"	900.0	2003	0.9	1	2.0	10.0624695	4.3	10.0	1.0	0.0	1.0	123.411	19895.4
"Australia"	900.0	2004	0.9	1	2.0	10.321574	1.2	10.0	1.0	0.0	1.0	146.441	20127.4
"Australia"	900.0	2005	0.9	1	4.0	10.432572	1.2	10.0	1.0	0.0	1.0	161.734	20394.8
"Australia"	900.0	2006	0.9	1	5.0	10.491053	1.2	10.0	1.0	0.0	1.0	176.205	20697.9
"Australia"	900.0	2007	0.9	1	5.0	10.60832	0.3	10.0	1.0	0.0	1.0	189.49	21015.9
"Australia"	900.0	2008	0.9	1	5.0	10.803784	0.3	10.0	1.0	1.0	0.0	203.874	21384.4
"Australia"	900.0	2009	0.9	1	4.0	10.654988	0.3	10.0	1.0	1.0	0.0	222.572	21778.8
"Australia"	900.0	2010	0.9	1	3.0	10.851007	0	10.0	1.0	1.0	0.0	206.714	22065.3
"Australia"	900.0	2011	0.9	1	3.0	11.034936	0	10.0	1.0	1.0	0.0	210.704	22323.9
"Australia"	900.0	2012	0.9	1	3.0	11.112979	0	10.0	1.0	1.0	0.0	242.376	22683.6
"New Zealand"	920.0	1996	25.8	1		9.823233	13.4	10.0	1.0	0.0	1.0	42.709	3732.0
"New Zealand"	920.0	1997	25.8	1		9.75105	13.4	10.0	1.0	0.0	1.0	32.899	3781.3
"New Zealand"	920.0	1998	25.8	1		9.57993	13.4	10.0	1.0	0.0	1.0	27.376	3815.0
"New Zealand"	920.0	1999	24.0	1		9.619	4.3	10.0	1.0	0.0	1.0	31.01	3835.1
"New Zealand"	920.0	2000	24.0	1	0.0	9.501474	4.3	10.0	1.0	1.0	0.0	37.457	3857.7
"New Zealand"	920.0	2001	24.0	1	-1.0	9.519926	4.3	10.0	1.0	1.0	0.0	54.052	3880.5
"New Zealand"	920.0	2002	24.0	1	-1.0	9.71613	10.4	10.0	1.0	1.0	0.0	48.817	3948.5
"New Zealand"	920.0	2003	24.0	1	-1.0	9.977727	10.4	10.0	1.0	1.0	0.0	43.422	4027.2
"New Zealand"	920.0	2004	24.0	1	-1.0	10.127126	10.4	10.0	1.0	1.0	0.0	36.155	4087.5
"New Zealand"	920.0	2005	24.0	1	-1.0	10.216759	5.7	10.0	1.0	1.0	0.0	54.124	4133.9
"New Zealand"	920.0	2006	24.0	1	-1.0	10.17075	5.7	10.0	1.0	1.0	0.0	49.846	4184.6
"New Zealand"	920.0	2007	21.42	1	0.0	10.370228	5.7	10.0	1.0	1.0	0.0	46.85	4223.8
"New Zealand"	920.0	2008	21.42	1	0.0	10.323934	4.1	10.0	1.0	1.0	0.0	46.886	4259.8
"New Zealand"	920.0	2009	21.42	1	1.0	10.203208	4.1	10.0	1.0	0.0	1.0	43.575	4302.6
"New Zealand"	920.0	2010	21.42	1	1.0	10.373477	4.1	10.0	1.0	0.0	1.0	44.345	4350.7
"New Zealand"	920.0	2011	21.42	1	1.0	10.493503	6.6	10.0	1.0	0.0	1.0	40.796	4384.0
"New Zealand"	920.0	2012	21.42	1	1.0	10.538726	6.6	10.0	1.0	0.0	1.0	39.1	4408.1
