country	ccode	year	DistrictMagnitude	PR	ExternalLaborOpenness	GDPPCln	FarRight	Democracy	Parliamentary	LeftExecutive	RightExecutive	Inflows	Population
"USA"	2.0	1996	1.0	0	-1.0	10.26717	0	10.0	0.0	1.0	0.0	915.56	269393.97
"USA"	2.0	1997	1.0	0	-1.0	10.318296	0	10.0	0.0	1.0	0.0	797.847	272657.0
"USA"	2.0	1998	1.0	0	0.0	10.363664	0	10.0	0.0	1.0	0.0	653.206	275854.03
"USA"	2.0	1999	1.0	0	1.0	10.414277	0	10.0	0.0	1.0	0.0	644.787	279040.0
"USA"	2.0	2000	1.0	0	2.0	10.465442	0	10.0	0.0	1.0	0.0	841.002	282162.4
"USA"	2.0	2001	1.0	0	2.0	10.488836	0	10.0	0.0	0.0	1.0	1058.902	284968.97
"USA"	2.0	2002	1.0	0	3.0	10.513782	0	10.0	0.0	0.0	1.0	1059.356	287625.2
"USA"	2.0	2003	1.0	0	3.0	10.551238	0	10.0	0.0	0.0	1.0	703.542	290107.94
"USA"	2.0	2004	1.0	0	3.0	10.603916	0	10.0	0.0	0.0	1.0	957.883	292805.3
"USA"	2.0	2005	1.0	0	3.0	10.657645	0	10.0	0.0	0.0	1.0	1122.373	295516.6
"USA"	2.0	2006	1.0	0	3.0	10.7059965	0	10.0	0.0	0.0	1.0	1266.264	298379.9
"USA"	2.0	2007	1.0	0	3.0	10.7439575	0	10.0	0.0	0.0	1.0	1052.415	301231.2
"USA"	2.0	2008	1.0	0	3.0	10.752774	0	10.0	0.0	0.0	1.0	1107.126	304093.94
"USA"	2.0	2009	1.0	0	3.0	10.721174	0	10.0	0.0	1.0	0.0	1130.818	306771.53
"USA"	2.0	2010	1.0	0	3.0	10.749689	0	10.0	0.0	1.0	0.0	1042.625	309326.25
"USA"	2.0	2011	1.0	0	3.0	10.7813	0	10.0	0.0	1.0	0.0	1062.04	311587.8
"USA"	2.0	2012	1.0	0	3.0	10.819083	0	10.0	0.0	1.0	0.0	1031.6	313914.06
"Canada"	20.0	1996	1.0	0	0.0	9.937161	18.7	10.0	1.0	1.0	0.0	226.071	29671.9
"Canada"	20.0	1997	1.0	0	1.0	9.964596	19.4	10.0	1.0	1.0	0.0	216.038	29987.2
"Canada"	20.0	1998	1.0	0	1.0	9.922819	19.4	10.0	1.0	1.0	0.0	174.198	30247.9
"Canada"	20.0	1999	1.0	0	2.0	9.984209	19.4	10.0	1.0	1.0	0.0	189.952	30499.2
"Canada"	20.0	2000	1.0	0	2.0	10.067285	25.5	10.0	1.0	1.0	0.0	227.455	30769.7
"Canada"	20.0	2001	1.0	0	2.0	10.044004	25.5	10.0	1.0	1.0	0.0	250.64	31081.9
"Canada"	20.0	2002	1.0	0	2.0	10.061569	25.5	10.0	1.0	1.0	0.0	229.049	31362.0
"Canada"	20.0	2003	1.0	0	2.0	10.215935	25.5	10.0	1.0	1.0	0.0	221.348	31676.0
"Canada"	20.0	2004	1.0	0	2.0	10.342127	0	10.0	1.0	1.0	0.0	235.825	31995.0
"Canada"	20.0	2005	1.0	0	3.0	10.465611	0	10.0	1.0	1.0	0.0	262.241	32312.0
"Canada"	20.0	2006	1.0	0	4.0	10.577706	0	10.0	1.0	1.0	0.0	251.642	32576.074
"Canada"	20.0	2007	1.0	0	5.0	10.674718	0	10.0	1.0	0.0	1.0	236.754	32927.516
"Canada"	20.0	2008	1.0	0	5.0	10.716672	0	10.0	1.0	0.0	1.0	247.247	33317.66
"Canada"	20.0	2009	1.0	0	5.0	10.588075	0	10.0	1.0	0.0	1.0	252.179	33726.914
"Canada"	20.0	2010	1.0	0	5.0	10.740985	0	10.0	1.0	0.0	1.0	280.685	34126.547
"Canada"	20.0	2011	1.0	0	4.0	10.850387	0	10.0	1.0	0.0	1.0	248.75	34483.977
"Canada"	20.0	2012	1.0	0	4.0	10.863201	0	10.0	1.0	0.0	1.0	257.9	34880.492
"Mexico"	70.0	1996	16.6	1	-1.0	8.138838	0	4.0	0.0	1.0	0.0		97201.54
"Mexico"	70.0	1997	16.6	1	-1.0	8.308111	0	6.0	0.0	1.0	0.0	4.127	98968.56
"Mexico"	70.0	1998	16.6	1	-1.0	8.338963	0	6.0	0.0	1.0	0.0	4.369	100678.87
"Mexico"	70.0	1999	16.6	1	-1.0	8.45597	0	6.0	0.0	1.0	0.0	5.371	102316.78
"Mexico"	70.0	2000	16.6	1	-1.0	8.630065	0	8.0	0.0	1.0	0.0	6.414	103873.61
"Mexico"	70.0	2001	16.6	1	-1.0	8.683652	0	8.0	0.0	0.0	1.0	8.053	105339.88
"Mexico"	70.0	2002	16.6	1	-1.0	8.713061	0	8.0	0.0	0.0	1.0	5.828	106723.664
"Mexico"	70.0	2003	16.6	1	-1.0	8.776647	0	8.0	0.0	0.0	1.0	6.945	108056.31
"Mexico"	70.0	2004	16.6	1	-1.0	8.845939	0	8.0	0.0	0.0	1.0	8.513	109381.555
"Mexico"	70.0	2005	16.6	1	-1.0	8.944641	0	8.0	0.0	0.0	1.0	9.172	110731.82
"Mexico"	70.0	2006	16.6	1	-1.0	9.046935	0	8.0	0.0	0.0	1.0	6.874	112116.695
"Mexico"	70.0	2007	80.6	1	-1.0	9.118693	0	8.0	0.0	0.0	1.0	7.186	113529.81
"Mexico"	70.0	2008	80.6	1	-1.0	9.159134	0	8.0	0.0	0.0	1.0	15.913	114968.04
"Mexico"	70.0	2009	80.6	1	-1.0	8.934691	0	8.0	0.0	0.0	1.0	23.852	116422.75
"Mexico"	70.0	2010	80.6	1	-2.0	9.080133	0	8.0	0.0	0.0	1.0	26.18	117886.4
"Mexico"	70.0	2011	80.6	1	-3.0	9.179745	0	8.0	0.0	0.0	1.0	21.464	119361.234
"Mexico"	70.0	2012	80.6	1	-3.0	9.184762	0	8.0	0.0	0.0	1.0	19.5	120847.48
"Chile"	155.0	1996	2.0	0		8.550163	28.4	8.0	0.0	1.0	0.0		14662.323
"Chile"	155.0	1997	2.0	0		8.624781	31.3	8.0	0.0	1.0	0.0		14872.458
"Chile"	155.0	1998	2.0	0		8.569056	31.3	8.0	0.0	1.0	0.0		15072.409
"Chile"	155.0	1999	2.0	0		8.472552	31.3	8.0	0.0	1.0	0.0		15265.536
"Chile"	155.0	2000	2.0	0		8.543461	39	9.0	0.0	1.0	0.0	18.741	15454.402
"Chile"	155.0	2001	2.0	0		8.439304	39	9.0	0.0	1.0	0.0	28.924	15639.289
"Chile"	155.0	2002	2.0	0		8.408973	39	9.0	0.0	1.0	0.0	29.942	15819.522
"Chile"	155.0	2003	2.0	0		8.490096	39	9.0	0.0	1.0	0.0	29.835	15995.658
"Chile"	155.0	2004	2.0	0		8.736164	39	9.0	0.0	1.0	0.0	32.099	16168.241
"Chile"	155.0	2005	2.0	0		8.937813	39	9.0	0.0	1.0	0.0	38.149	16337.749
"Chile"	155.0	2006	2.0	0		9.145421	36.5	10.0	0.0	1.0	0.0	48.516	16504.53
"Chile"	155.0	2007	2.0	0		9.2479725	36.5	10.0	0.0	1.0	0.0	79.377	16668.893
"Chile"	155.0	2008	2.0	0		9.275403	36.5	10.0	0.0	1.0	0.0	68.38	16831.184
"Chile"	155.0	2009	2.0	0		9.220935	36.5	10.0	0.0	1.0	0.0	57.059	16991.729
"Chile"	155.0	2010	2.0	0		9.447045	40.9	10.0	0.0	1.0	0.0	63.92	17150.76
"Chile"	155.0	2011	2.0	0	1.0	9.58199	40.9	10.0	0.0	0.0	0.0	76.337	17308.447
"Chile"	155.0	2012	2.0	0	1.0	9.639255	40.9	10.0	0.0	0.0	0.0	100.1	17464.814
"UK"	200.0	1996	1.0	0	0.0	9.959151	0	10.0	1.0	0.0	1.0	164	58166.953
"UK"	200.0	1997	1.0	0	0.0	10.06304	0	10.0	1.0	0.0	1.0	182	58316.953
"UK"	200.0	1998	1.0	0	0.0	10.126467	0	10.0	1.0	1.0	0.0	214	58487.14
"UK"	200.0	1999	1.0	0	0.0	10.151333	0	10.0	1.0	1.0	0.0	239.479	58682.465
"UK"	200.0	2000	1.0	0	2.0	10.128933	0	10.0	1.0	1.0	0.0	260.424	58892.51
"UK"	200.0	2001	1.0	0	3.0	10.120064	0	10.0	1.0	1.0	0.0	262.239	59107.96
"UK"	200.0	2002	1.0	0	3.0	10.20348	0	10.0	1.0	1.0	0.0	418	59325.81
"UK"	200.0	2003	1.0	0	4.0	10.346665	0	10.0	1.0	1.0	0.0	411	59566.26
"UK"	200.0	2004	1.0	0	6.0	10.5104	0	10.0	1.0	1.0	0.0	500	59867.863
"UK"	200.0	2005	1.0	0	6.0	10.548535	0	10.0	1.0	1.0	0.0	469	60224.31
"UK"	200.0	2006	1.0	0	6.0	10.608587	0	10.0	1.0	1.0	0.0	513	60595.633
"UK"	200.0	2007	1.0	0	5.0	10.74355	0	10.0	1.0	1.0	0.0	500	60986.65
"UK"	200.0	2008	1.0	0	5.0	10.672364	0	10.0	1.0	1.0	0.0	505	61393.52
"UK"	200.0	2009	1.0	0	5.0	10.472524	0	10.0	1.0	1.0	0.0	471	61811.027
"UK"	200.0	2010	1.0	0	4.0	10.497721	0	10.0	1.0	1.0	0.0	498	62271.176
"UK"	200.0	2011	1.0	0	4.0	10.570311	0	10.0	1.0	0.0	1.0	488	62752.473
"UK"	200.0	2012	1.0	0	3.0	10.558789	0	10.0	1.0	0.0	1.0	418	63227.527
"Ireland"	205.0	1996	4.0	1	0.0	9.923366	0	10.0	1.0	0.0	1.0	21.5	3637.51
"Ireland"	205.0	1997	4.0	1	0.0	10.005415	0	10.0	1.0	0.0	1.0	23.7	3674.171
"Ireland"	205.0	1998	4.0	1	0.0	10.076073	0	10.0	1.0	0.0	0.0	21.7	3712.696
"Ireland"	205.0	1999	4.0	1	1.0	10.155457	0	10.0	1.0	0.0	0.0	22.2	3754.786
"Ireland"	205.0	2000	4.0	1	1.0	10.150756	0	10.0	1.0	0.0	0.0	27.8	3805.174
"Ireland"	205.0	2001	4.0	1	1.0	10.212031	0	10.0	1.0	0.0	0.0	32.7	3866.243
"Ireland"	205.0	2002	4.0	1	1.0	10.352162	0	10.0	1.0	0.0	0.0	39.9	3931.947
"Ireland"	205.0	2003	4.0	1	1.0	10.590904	0	10.0	1.0	0.0	0.0	42.4	3996.521
"Ireland"	205.0	2004	4.0	1	0.0	10.732438	0	10.0	1.0	0.0	0.0	41.8	4070.262
"Ireland"	205.0	2005	4.0	1	0.0	10.794246	0	10.0	1.0	0.0	0.0	66.1	4159.914
"Ireland"	205.0	2006	4.0	1	0.0	10.865391	0	10.0	1.0	0.0	0.0	88.9	4260.341
"Ireland"	205.0	2007	4.0	1	2.0	10.990138	0	10.0	1.0	0.0	0.0	120.4	4356.931
"Ireland"	205.0	2008	4.0	1	2.0	10.9887905	0	10.0	1.0	0.0	0.0	89.7	4425.683
"Ireland"	205.0	2009	4.0	1	0.0	10.824677	0	10.0	1.0	0.0	0.0	50.7	4458.942
"Ireland"	205.0	2010	4.0	1	0.0	10.7368	0	10.0	1.0	0.0	0.0	23.9	4474.356
"Ireland"	205.0	2011	4.0	1	0.0	10.784129	0	10.0	1.0	0.0	0.0	33.7	4576.748
"Ireland"	205.0	2012	4.0	1	0.0	10.73282	0	10.0	1.0	0.0	0.0	32.1	4588.798
"Netherlands"	210.0	1996	8.3	1	0.0	10.200384	2.5	10.0	1.0	1.0	0.0	77.177	15530.498
"Netherlands"	210.0	1997	8.3	1	0.0	10.117022	2.5	10.0	1.0	1.0	0.0	76.736	15610.65
"Netherlands"	210.0	1998	8.3	1	0.0	10.151699	0.6	10.0	1.0	1.0	0.0	81.701	15707.209
"Netherlands"	210.0	1999	8.3	1	0.0	10.166683	0.6	10.0	1.0	1.0	0.0	78.365	15812.088
"Netherlands"	210.0	2000	8.3	1	0.0	10.09327	0.6	10.0	1.0	1.0	0.0	91.383	15925.513
"Netherlands"	210.0	2001	8.3	1	1.0	10.125383	0.6	10.0	1.0	1.0	0.0	94.507	16046.18
"Netherlands"	210.0	2002	8.3	1	1.0	10.207681	17	10.0	1.0	1.0	0.0	86.619	16148.929
"Netherlands"	210.0	2003	8.3	1	1.0	10.409623	5.7	10.0	1.0	1.0	0.0	73.566	16225.302
"Netherlands"	210.0	2004	8.3	1	3.0	10.530987	5.7	10.0	1.0	0.0	1.0	65.121	16281.779
"Netherlands"	210.0	2005	8.3	1	3.0	10.574448	5.7	10.0	1.0	0.0	1.0	63.415	16319.868
"Netherlands"	210.0	2006	8.3	1	2.0	10.632459	0	10.0	1.0	0.0	1.0	67.657	16346.101
"Netherlands"	210.0	2007	8.3	1	2.0	10.77417	0	10.0	1.0	0.0	1.0	80.258	16381.696
"Netherlands"	210.0	2008	8.3	1	2.0	10.877123	0	10.0	1.0	0.0	1.0	103.356	16445.594
"Netherlands"	210.0	2009	8.3	1	3.0	10.782573	0	10.0	1.0	0.0	1.0	104.41	16530.389
"Netherlands"	210.0	2010	8.3	1	3.0	10.749847	0	10.0	1.0	0.0	1.0	110.235	16615.395
"Netherlands"	210.0	2011	8.3	1	3.0	10.821478	0	10.0	1.0	0.0	1.0	118.457	16693.074
"Netherlands"	210.0	2012	8.3	1	3.0	10.737578	0	10.0	1.0	0.0	1.0	115.7	16767.705
"Belgium"	211.0	1996	13.63	1	0.0	10.209292	10.1	10.0	1.0	0.0	1.0	51.884	10156.637
"Belgium"	211.0	1997	13.63	1	0.0	10.107735	10.1	10.0	1.0	0.0	1.0	49.24	10181.245
"Belgium"	211.0	1998	13.63	1	0.0	10.128682	10.1	10.0	1.0	0.0	1.0	50.693	10203.008
"Belgium"	211.0	1999	13.63	1	1.0	10.122095	11.6	10.0	1.0	0.0	1.0	57.784	10226.419
"Belgium"	211.0	2000	13.63	1	1.0	10.029988	11.6	10.0	1.0	0.0	1.0	57.295	10251.25
"Belgium"	211.0	2001	13.63	1	1.0	10.025745	11.6	10.0	1.0	0.0	1.0	65.974	10286.57
"Belgium"	211.0	2002	13.63	1	1.0	10.105013	11.6	10.0	1.0	0.0	1.0	70.23	10332.785
"Belgium"	211.0	2003	13.63	1	2.0	10.310255	13.7	10.0	1.0	0.0	1.0	68.8	10376.133
"Belgium"	211.0	2004	13.63	1	2.0	10.454688	13.7	10.0	1.0	0.0	1.0	72.446	10421.137
"Belgium"	211.0	2005	13.63	1	2.0	10.491592	13.7	10.0	1.0	0.0	1.0	77.411	10478.617
"Belgium"	211.0	2006	13.63	1	2.0	10.543201	13.7	10.0	1.0	0.0	1.0	83.433	10547.958
"Belgium"	211.0	2007	13.63	1	2.0	10.674877	14	8.0	1.0	0.0	1.0	93.387	10625.7
"Belgium"	211.0	2008	13.63	1	2.0	10.765839	14	8.0	1.0	0.0	1.0	106.012	10709.973
"Belgium"	211.0	2009	13.63	1	2.0	10.688373	14	8.0	1.0	0.0	1.0	102.714	10796.493
"Belgium"	211.0	2010	13.63	1	2.0	10.668959	8.3	8.0	1.0	0.0	1.0	113.582	10895.586
"Belgium"	211.0	2011	13.63	1	2.0	10.747485	8.3	8.0	1.0	0.0	1.0	117.948	11047.744
"Belgium"	211.0	2012	13.63	1	2.0	10.678503	8.3	8.0	1.0	1.0	0.0	110	11142.157
"Luxembourg"	212.0	1996	15.0	1	0.0	10.81338	0	10.0	1.0	0.0	0.0	9.235	414.225
"Luxembourg"	212.0	1997	15.0	1	0.0	10.695117	0	10.0	1.0	0.0	0.0	9.457	419.45
"Luxembourg"	212.0	1998	15.0	1	0.0	10.726898	0	10.0	1.0	0.0	0.0	10.605	424.7
"Luxembourg"	212.0	1999	15.0	1	1.0	10.803933	0	10.0	1.0	0.0	0.0	11.776	430.475
"Luxembourg"	212.0	2000	15.0	1	1.0	10.7462015	0	10.0	1.0	0.0	0.0	10.792	436.3
"Luxembourg"	212.0	2001	15.0	1	1.0	10.7308035	0	10.0	1.0	0.0	0.0	11.055	441.525
"Luxembourg"	212.0	2002	15.0	1	1.0	10.8313675	0	10.0	1.0	0.0	0.0	10.988	446.175
"Luxembourg"	212.0	2003	15.0	1	1.0	11.074916	0	10.0	1.0	0.0	0.0	12.554	451.63
"Luxembourg"	212.0	2004	15.0	1	1.0	11.217059	0	10.0	1.0	0.0	0.0	12.245	458.095
"Luxembourg"	212.0	2005	15.0	1	1.0	11.301281	0	10.0	1.0	0.0	0.0	13.759	465.158
"Luxembourg"	212.0	2006	15.0	1	1.0	11.407738	0	10.0	1.0	0.0	0.0	13.731	472.637
"Luxembourg"	212.0	2007	15.0	1	1.0	11.579832	0	10.0	1.0	0.0	0.0	15.766	479.993
"Luxembourg"	212.0	2008	15.0	1	1.0	11.626509	0	10.0	1.0	0.0	0.0	16.801	488.65
"Luxembourg"	212.0	2009	15.0	1	1.0	11.518323	0	10.0	1.0	0.0	0.0	14.635	497.783
"Luxembourg"	212.0	2010	15.0	1	2.0	11.548043	0	10.0	1.0	0.0	0.0	15.814	506.953
"Luxembourg"	212.0	2011	15.0	1	2.0	11.645802	0	10.0	1.0	0.0	0.0	19.108	518.347
"Luxembourg"	212.0	2012	15.0	1	2.0	11.585022	0	10.0	1.0	0.0	0.0	19.4	531.441
"France"	220.0	1996	1.0	0	0.0	10.17815	12.5	9.0	1.0	0.0	1.0	48.41	59752.02
"France"	220.0	1997	1.0	0	1.0	10.073477	14.9	9.0	1.0	0.0	1.0	74.455	59963.793
"France"	220.0	1998	1.0	0	1.0	10.10258	14.9	9.0	1.0	1.0	0.0	110.728	60185.176
"France"	220.0	1999	1.0	0	1.0	10.088931	14.9	9.0	1.0	1.0	0.0	82.753	60495.473
"France"	220.0	2000	1.0	0	1.0	9.988515	14.9	9.0	1.0	1.0	0.0	91.875	60911.055
"France"	220.0	2001	1.0	0	1.0	9.990224	14.9	9.0	1.0	1.0	0.0	106.877	61355.723
"France"	220.0	2002	1.0	0	1.0	10.064518	13	9.0	1.0	1.0	0.0	124.232	61803.227
"France"	220.0	2003	1.0	0	0.0	10.267924	13	9.0	1.0	0.0	1.0	136.37	62242.473
"France"	220.0	2004	1.0	0	0.0	10.397721	13	9.0	1.0	0.0	1.0	141.554	62702.12
"France"	220.0	2005	1.0	0	0.0	10.428777	13	9.0	1.0	0.0	1.0	135.866	63176.246
"France"	220.0	2006	1.0	0	1.0	10.476077	13	9.0	1.0	0.0	1.0	159.4	63617.977
"France"	220.0	2007	1.0	0	2.0	10.605146	5.5	9.0	1.0	0.0	1.0	145.9	64012.57
"France"	220.0	2008	1.0	0	2.0	10.691756	5.5	9.0	1.0	0.0	1.0	153.3	64371.1
"France"	220.0	2009	1.0	0	2.0	10.608758	5.5	9.0	1.0	0.0	1.0	159.6	64702.92
"France"	220.0	2010	1.0	0	2.0	10.576076	5.5	9.0	1.0	0.0	1.0	157.8	65031.234
"France"	220.0	2011	1.0	0	1.0	10.657772	5.5	9.0	1.0	0.0	1.0	154.8	65371.613
"France"	220.0	2012	1.0	0	1.0	10.590915	13.6	9.0	1.0	0.0	1.0	163.4	65696.69
"Switzerland"	225.0	1996	9.1	1	0.0	10.694737	16.2	10.0	1.0	0.0	0.0	79.708	7071.85
"Switzerland"	225.0	1997	9.1	1	0.0	10.55602	16.2	10.0	1.0	0.0	0.0	72.796	7088.906
"Switzerland"	225.0	1998	9.1	1	0.0	10.577122	16.2	10.0	1.0	0.0	0.0	74.949	7110.001
"Switzerland"	225.0	1999	9.1	1	0.0	10.552961	33.8	10.0	1.0	0.0	0.0	85.838	7143.991
"Switzerland"	225.0	2000	9.1	1	0.0	10.48121	33.8	10.0	1.0	0.0	0.0	87.448	7184.25
"Switzerland"	225.0	2001	9.1	1	0.0	10.500348	33.8	10.0	1.0	0.0	0.0	101.353	7229.854
"Switzerland"	225.0	2002	9.1	1	1.0	10.580262	33.8	10.0	1.0	0.0	0.0	101.876	7284.753
"Switzerland"	225.0	2003	9.1	1	1.0	10.727413	29.2	10.0	1.0	0.0	0.0	94.049	7339.001
"Switzerland"	225.0	2004	9.1	1	1.0	10.832533	29.2	10.0	1.0	0.0	0.0	96.27	7389.625
"Switzerland"	225.0	2005	9.1	1	0.0	10.853876	29.2	10.0	1.0	0.0	0.0	94.357	7437.115
"Switzerland"	225.0	2006	9.1	1	0.0	10.899338	29.2	10.0	1.0	0.0	0.0	102.657	7483.934
"Switzerland"	225.0	2007	9.1	1	0.0	10.99648	30.7	10.0	1.0	0.0	0.0	139.685	7551.117
"Switzerland"	225.0	2008	7.7	1	-1.0	11.135397	30.7	10.0	1.0	0.0	0.0	157.271	7647.675
"Switzerland"	225.0	2009	7.7	1	-1.0	11.094224	30.7	10.0	1.0	0.0	0.0	132.444	7743.831
"Switzerland"	225.0	2010	7.7	1	-1.0	11.164398	30.7	10.0	1.0	0.0	0.0	134.171	7824.909
"Switzerland"	225.0	2011	7.7	1	0.0	11.330515	27.9	10.0	1.0	0.0	0.0	142.471	7912.398
"Switzerland"	225.0	2012	7.7	1	0.0	11.277865	27.9	10.0	1.0	0.0	0.0	143.8	7997.152
"Spain"	230.0	1996	6.9	1	1.0	9.665636	0	10.0	1.0	1.0	0.0		39478.184
"Spain"	230.0	1997	6.9	1	1.0	9.579623	0	10.0	1.0	0.0	1.0	35.616	39582.41
"Spain"	230.0	1998	6.9	1	1.0	9.624199	0	10.0	1.0	0.0	1.0	57.195	39721.11
"Spain"	230.0	1999	6.9	1	1.0	9.647015	0	10.0	1.0	0.0	1.0	99.122	39926.27
"Spain"	230.0	2000	6.9	1	1.0	9.57594	0	10.0	1.0	0.0	1.0	330.881	40263.215
"Spain"	230.0	2001	6.9	1	0.0	9.612606	0	10.0	1.0	0.0	1.0	394.048	40720.484
"Spain"	230.0	2002	6.9	1	1.0	9.717863	0	10.0	1.0	0.0	1.0	443.085	41313.973
"Spain"	230.0	2003	6.9	1	1.0	9.954254	0	10.0	1.0	0.0	1.0	429.524	42004.52
"Spain"	230.0	2004	6.9	1	0.0	10.105152	0	10.0	1.0	0.0	1.0	645.844	42691.688
"Spain"	230.0	2005	6.9	1	1.0	10.168018	0	10.0	1.0	1.0	0.0	682.711	43398.145
"Spain"	230.0	2006	6.9	1	1.0	10.240843	0	10.0	1.0	1.0	0.0	802.971	44116.44
"Spain"	230.0	2007	6.7	1	1.0	10.377175	0	10.0	1.0	1.0	0.0	920.534	44878.945
"Spain"	230.0	2008	6.7	1	1.0	10.462457	0	10.0	1.0	1.0	0.0	692.228	45555.715
"Spain"	230.0	2009	6.7	1	2.0	10.364521	0	10.0	1.0	1.0	0.0	469.342	45908.594
"Spain"	230.0	2010	6.7	1	2.0	10.30749	0	10.0	1.0	1.0	0.0	431.334	46070.973
"Spain"	230.0	2011	6.7	1	2.0	10.3730135	0	10.0	1.0	1.0	0.0	416.282	46174.6
"Spain"	230.0	2012	6.7	1	2.0	10.281766	0	10.0	1.0	0.0	1.0	336.1	46217.96
"Portugal"	235.0	1996	10.5	1	0.0	9.39647	0	10.0	1.0	1.0	0.0	3.644	10057.861
"Portugal"	235.0	1997	10.5	1	0.0	9.346766	0	10.0	1.0	1.0	0.0	3.298	10091.12
"Portugal"	235.0	1998	10.5	1	0.0	9.403361	0	10.0	1.0	1.0	0.0	6.485	10129.29
"Portugal"	235.0	1999	10.5	1	0.0	9.427761	0	10.0	1.0	1.0	0.0	10.541	10171.949
"Portugal"	235.0	2000	10.5	1	1.0	9.3475685	0	10.0	1.0	1.0	0.0	15.932	10225.836
"Portugal"	235.0	2001	10.5	1	0.0	9.366547	0	10.0	1.0	1.0	0.0	151.433	10292.999
"Portugal"	235.0	2002	10.5	1	0.0	9.453957	0	10.0	1.0	1.0	0.0	71.974	10368.403
"Portugal"	235.0	2003	10.5	1	0.0	9.649184	0	10.0	1.0	0.0	1.0	31.754	10441.075
"Portugal"	235.0	2004	10.5	1	0.0	9.778693	0	10.0	1.0	0.0	1.0	34.096	10501.97
"Portugal"	235.0	2005	10.5	1	0.0	9.808387	0	10.0	1.0	0.0	1.0	28.092	10549.424
"Portugal"	235.0	2006	10.5	1	0.0	9.855609	0	10.0	1.0	1.0	0.0	22.457	10584.344
"Portugal"	235.0	2007	10.5	1	2.0	9.991738	0	10.0	1.0	1.0	0.0	32.599	10608.335
"Portugal"	235.0	2008	10.5	1	2.0	10.073921	0	10.0	1.0	1.0	0.0	72.8	10622.413
"Portugal"	235.0	2009	10.5	1	2.0	9.999673	0	10.0	1.0	1.0	0.0	61.4	10632.482
